year,country,iso,eu,gov_right1,gov_cent1,gov_left1,gov_party,gov_right2,gov_cent2,gov_left2,womenpar,instcons,fed,pres,prop,bic,kaopen,openc,realgdpgr,inflation,debt,deficit,pbal,interest,labfopar,unemp,sstran,postfisc_gini
1986,Cyprus,CYP,0,66.66666667,0,0,1,100,0,0,1.8,NA,0,4,2,1,0.165697,130.5636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,Cyprus,CYP,0,66.66666667,0,0,1,100,0,0,1.8,NA,0,4,2,1,0.165697,135.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Cyprus,CYP,0,10.56466302,0,0,1,15.89041096,0,0,1.8,NA,0,4,2,1,0.165697,141.6706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Cyprus,CYP,0,0,0,0,NA,0,0,0,1.8,NA,0,4,2,1,0.165697,154.9836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Cyprus,CYP,0,0,0,0,NA,0,0,0,1.8,NA,0,4,2,1,0.165697,151.0862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Cyprus,CYP,0,0,0,0,NA,0,0,0,5.4,NA,0,4,2,1,0.165697,144.9474,0.740089092,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Cyprus,CYP,0,0,0,0,NA,0,0,0,5.4,NA,0,4,2,1,0.165697,153.114,9.686256661,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Cyprus,CYP,0,70.77625571,0,0,1,84.93150685,0,0,3.6,NA,0,4,2,1,0.4145133,132.454,0.70084737,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Cyprus,CYP,0,83.33,0,0,1,100,0,0,3.6,NA,0,4,2,1,0.4145133,133.3696,5.898688107,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Cyprus,CYP,0,89,0,0,1,100,0,0,3.6,NA,0,4,2,1,0.4145133,134.5645,9.923956178,NA,47.8,-0.7,1.2,NA,74.58,2.6,7.2918742,NA
1996,Cyprus,CYP,0,91.67,0,0,1,100,0,0,5.4,NA,0,4,2,1,0.165697,141.0878,1.332930236,NA,49.1,-3,-0.8,NA,73.96,3.1,7.6447042,NA
1997,Cyprus,CYP,0,91.67,0,0,1,100,0,0,5.4,NA,0,4,2,1,0.165697,140.3203,2.565776113,3.311588691,53,-4.8,-2.5,6.93,73.28429626,5.199999809,8.1090797,NA
1998,Cyprus,CYP,0,84.66,0,14.02,2,88.68,0,11.32,5.4,NA,0,4,2,1,0.165697,135.3425,5.234910156,2.333751969,54.7,-3.8,-1,6.74,72.82760239,5.099999905,8.2011274,NA
1999,Cyprus,CYP,0,99.82,0,0.18,2,99.85,0,0.15,5.4,NA,0,4,2,1,0.165697,131.8158,4.829092553,1.139675086,54.8,-4,-1.2,7.36,72.98604021,5.400000095,8.3060421,NA
2000,Cyprus,CYP,0,100,0,0,1,100,0,0,7.1,NA,0,4,2,1,0.165697,138.1922,5.724132277,4.856112914,54.9,-2.2,0.9,7.55,72.38046319,4.800000191,8.406875,NA
2001,Cyprus,CYP,0,100,0,0,1,100,0,0,10.7,NA,0,4,2,1,0.165697,132.6503,3.600977213,1.989097787,56.5,-2.1,1,7.62,72.17891007,3.900000095,8.5916567,NA
2002,Cyprus,CYP,0,100,0,0,1,100,0,0,10.7,NA,0,4,2,1,0.165697,124.3808,3.399075634,2.784746614,59.7,-4.1,-1.2,5.7,72.12619877,3.5,9.4787927,NA
2003,Cyprus,CYP,0,43.93,0,42.05,3,38.88,0,61.12,10.7,NA,0,4,2,1,0.4145133,114.7455,2.475725021,3.976398427,63.1,-5.9,-2.7,4.74,73.65353739,4.099999905,10.3741982,NA
2004,Cyprus,CYP,1,28.12,0,50,3,27.33,0,72.67,16.1,NA,0,4,2,1,0.7583891,114.644,4.570392871,1.897364756,64.1,-3.7,-0.7,5.8,75.38389289,4.599999905,10.9610553,NA
2005,Cyprus,CYP,1,25,0,42.37,3,27.33,0,72.67,16.1,NA,0,4,2,1,0.8187919,112.6139,3.724073379,2.026302834,62.8,-2.2,0.9,5.16,77.03174043,5.300000191,11.5522194,NA
2006,Cyprus,CYP,1,42.78,0,41.67,3,30.42,0,69.58,14.3,NA,0,4,2,1,0.8791946,110.6439,4.510311622,2.246220343,58.7,-1,1.9,4.13,76.2768439,4.599999905,11.0412983,NA
2007,Cyprus,CYP,1,36.58,0,30.09,3,49.21,0,50.79,14.3,NA,0,4,2,1,0.9395973,112.1498,4.820880188,2.164227791,53.5,3.2,6,4.48,76.898404,3.900000095,10.3582886,NA
2008,Cyprus,CYP,1,29.03,0,51.62,3,38.22,0,61.78,14.3,NA,0,4,2,1,1,114.0511,3.863840864,4.379617001,44.7,0.9,3.5,4.6,76.90945601,3.700000048,10.851333,NA
2009,Cyprus,CYP,1,25,0,58.33,3,32.34,0,67.66,12.5,NA,0,4,2,1,1,103.8653,-1.772773707,0.173776773,53.4,-5.4,-3.1,4.6,75.66670199,5.400000095,11.9452508,NA
2010,Cyprus,CYP,1,25,0,45.78,3,37,0,63,12.5,NA,0,4,2,1,1,107.514,1.318061384,2.560783821,55.8,-4.7,-2.7,4.6,74.3939124,6.300000191,12.7365994,NA
2011,Cyprus,CYP,1,14.79,0,43.38,4,21.26,0,78.74,10.7,NA,0,4,2,1,1,107.7689,0.321148216,3.486293205,65.2,-5.7,-3.5,5.79,73.6194889,7.900000095,13.154387,NA
2012,Cyprus,CYP,1,0,0,33.42,5,0,0,100,10.7,NA,0,4,2,1,0.690781,107.0548,-3.157971395,3.098694059,79.3,-5.6,-2.5,7,73.31563542,11.89999962,13.2080134,NA
2013,Cyprus,CYP,1,83.33,0,3.97,2,84.11,0,15.89,10.7,NA,0,4,2,1,0.6303783,115.4036,-5.952784126,0.38195842,102.2,-5.1,-1.8,6.5,72.85296244,15.89999962,13.679063,NA
2014,Cyprus,CYP,1,72.99,0,0,1,100,0,0,12.5,NA,0,4,2,1,0.8791946,119.3214,-1.530971594,-0.260216356,107.1,-8.8,-6,6,73.42438714,16.10000038,14.0299646,NA
2015,Cyprus,CYP,1,75,0,0,1,100,0,0,12.5,NA,0,4,2,1,0.8791946,NA,1.679055375,-1.549783343,107.5,-1.2,1.7,4.54,74.54951048,15,13.9670696,NA
1990,Czech Republic,CZE,0,47.62,14.29,0,1,75.9,24.1,0,NA,NA,NA,NA,NA,NA,NA,64.06208,NA,NA,NA,NA,NA,NA,73.55941772,NA,NA,NA
1991,Czech Republic,CZE,0,47.62,14.29,0,1,75.9,24.1,0,NA,NA,NA,NA,NA,NA,NA,71.90526,-14.215,NA,NA,NA,NA,NA,73.55095673,NA,NA,NA
1992,Czech Republic,CZE,0,63.2,17.65,0,1,80.78,19.22,0,10,NA,NA,NA,NA,NA,NA,79.21127,-6.387,11.08650178,NA,NA,NA,NA,72.69178009,NA,NA,19.6
1993,Czech Republic,CZE,0,78.95,21.05,0,1,85.71,14.29,0,10,NA,0,0,2,2,NA,79.45169,-0.939,20.81302614,NA,NA,NA,NA,73.21710968,4.199999809,NA,NA
1994,Czech Republic,CZE,0,78.95,16.02,0,1,85.71,14.29,0,10,NA,0,0,2,2,NA,76.00294,2.62,10.03942422,NA,NA,NA,NA,73.47628784,4.199999809,NA,NA
1995,Czech Republic,CZE,0,78.95,15.79,0,1,85.71,14.29,0,10,NA,0,0,2,2,NA,84.23115,5.938,8.990530564,17.65631849,-12.43909299,-12.14649862,NA,73.40498352,3.900000095,10.82383251,NA
1996,Czech Republic,CZE,0,77.22,19.82,0,1,84.01,15.99,0,15,NA,0,0,2,2,0.4145133,81.75042,4.161125728,8.758774729,16.2344447,-3.078587451,-2.591895949,NA,73.21372223,3.799999952,11.06353092,24.4
1997,Czech Republic,CZE,0,74.08,25,0,1,81.82,18.18,0,15,NA,0,0,2,2,0.4145133,85.30997,-0.702780348,8.596156667,16.6091576,-3.497860007,-3.112563804,NA,73.13852692,4.699999809,11.61023521,NA
1998,Czech Republic,CZE,0,27.99,11.66,35.04,3,51.56,11.46,36.99,15,NA,0,0,2,2,0.4145133,84.83889,-0.30158678,10.69836553,17.51136182,-4.649725101,-4.168056813,NA,73.11483002,6.5,11.63215351,NA
1999,Czech Republic,CZE,0,0,0,94.58,5,0,0,100,15,NA,0,0,2,2,0.4145133,86.45855,1.269273241,2.135448444,23.45841476,-3.454649766,-2.937097728,NA,73.10366058,8.699999809,12.13136387,NA
2000,Czech Republic,CZE,0,0,0,94.12,5,0,0,100,15,NA,0,0,2,2,0.474916,98.51312,4.650106746,3.775388292,23.99410014,-3.464653884,-3.319894941,NA,72.37867737,8.800000191,12.35051441,NA
2001,Czech Republic,CZE,0,0,0,94.12,5,0,0,100,15,NA,0,0,2,2,0.8187919,99.52815,3.039143102,4.66267557,27.99703754,-5.334618784,-5.006665153,6.314166667,72.14137268,8.100000381,12.14935589,NA
2002,Czech Republic,CZE,0,8.22,8.22,80.42,4,4.15,10.15,85.7,17,NA,0,0,2,2,0.8791946,91.76586,1.558423096,1.90298097,30.17014649,-6.272889663,-5.951087932,4.876666667,72.04605103,7.300000191,12.43624401,25.1
2003,Czech Republic,CZE,0,17.65,17.65,59.66,3,8.91,21.78,69.31,17,NA,0,0,2,2,0.9395973,95.32791,3.600285508,0.118739206,32.66437988,-6.404954029,-5.966333886,4.115833333,71.17722321,7.800000191,12.32609463,NA
2004,Czech Republic,CZE,1,17.25,17.25,58.57,3,8.91,21.78,69.31,17,NA,0,0,2,2,1,114.0465,4.788539576,2.760107817,32.5042144,-2.716089429,-2.102826475,4.820833333,70.89367676,8.300000191,11.75196075,26.1
2005,Czech Republic,CZE,1,12.85,16.67,52.24,3,8.91,21.78,69.31,17,NA,0,0,2,2,1,122.2759,6.514156251,1.857097891,32.24251609,-3.114386318,-2.434619028,3.5425,71.12397766,7.900000095,11.49429798,NA
2006,Czech Republic,CZE,1,27.49,11.89,27.75,3,38.61,14.68,46.71,15.5,NA,0,0,2,2,1,127.8387,7.071653003,2.533992583,31.98557989,-2.253255694,-1.595306969,3.8,71.15010071,7.099999905,11.60680866,NA
2007,Czech Republic,CZE,1,50.22,21.74,16.3,2,81.42,12.72,5.87,15.5,NA,0,0,2,2,1,130.6552,5.513213997,2.853124372,30.68261699,-0.69390339,-0.034273919,4.3025,70.72058868,5.300000191,11.91267109,24
2008,Czech Republic,CZE,1,50,22.22,16.67,2,81,13,6,15.5,NA,0,0,2,2,1,124.5603,2.534151338,6.358663802,34.61210499,-2.109566827,-1.422019081,4.633333333,70.568573,4.400000095,11.83502007,NA
2009,Czech Republic,CZE,1,17.4,7.73,5.8,2,28.18,4.52,2.09,15.5,NA,0,0,2,2,1,113.7411,-4.695455338,1.019377353,41.40356565,-5.511389978,-4.545108147,4.8375,71.19728851,6.699999809,12.97341728,NA
2010,Czech Republic,CZE,1,43.98,0,0,1,47.12,0,0,22,NA,0,0,2,2,1,129.2546,2.136231365,1.472727273,46.33374674,-4.418914861,-3.352452246,3.884166667,71.25704193,7.300000191,13.08646107,24.5
2011,Czech Republic,CZE,1,88.68,0,0,1,100,0,0,22,NA,0,0,2,2,1,139.2819,2.008979778,1.917219136,48.86093679,-2.727170531,-1.660085898,3.7075,72.06572723,6.699999809,13.06767559,NA
2012,Czech Republic,CZE,1,81.95,0,0,1,100,0,0,22,NA,0,0,2,2,1,148.3246,-0.72066164,3.287623066,58.35833365,-3.930869789,-2.769830318,2.781666667,72.76862335,7,13.13824081,NA
2013,Czech Republic,CZE,1,37.11,3.2,0,1,52.05,0,0,19.5,NA,0,1,2,2,1,148.7411,-0.486295469,1.438297872,58.12738589,-1.247961923,-0.151940444,2.111666667,74.25348663,7,13.29270363,25.1
2014,Czech Republic,CZE,1,32.58662369,16.80472737,43.44883159,3,39.09416266,11.64506973,41.58953474,19.5,NA,0,1,2,2,1,160.9159,2.715206564,0.34398859,56.8648966,-1.926083365,-0.828700713,1.575833333,74.80050659,6.099999905,12.87863159,NA
2015,Czech Republic,CZE,1,35.29411765,17.64705882,47.05882353,3,42.34234234,12.61261261,45.04504505,20,NA,0,1,2,2,1,NA,4.613347631,0.309364548,53.94324757,-0.635564161,0.285620923,0.575,NA,5.099999905,12.48013306,NA
1960,Denmark,DNK,0,44.19,0,55.11,3,23.23,0,76.77,9.5,1,0,0,2,1,NA,65.01586,NA,NA,NA,NA,NA,6.269659227,71.22376251,2,7.4,NA
1961,Denmark,DNK,0,29.41,0,64.71,4,12.68,0,87.32,9.5,1,0,0,2,1,NA,60.73538,6.378666505,3.9507772,NA,NA,NA,6.86330812,NA,1.600000024,7.5,NA
1962,Denmark,DNK,0,29.41,0,64.71,4,12.68,0,87.32,9.5,1,0,0,2,1,NA,59.61082,5.666993968,7.51557632,NA,NA,NA,6.828693024,NA,1.399999976,7.7,NA
1963,Denmark,DNK,0,29.41,0,64.71,4,12.68,0,87.32,9.5,1,0,0,2,1,NA,59.47964,0.636860262,5.51973922,NA,NA,NA,6.700617169,NA,2,8,NA
1964,Denmark,DNK,0,21.62,0,74.06,4,9.32,0,90.68,9.5,1,0,0,2,1,NA,61.04043,9.270041426,3.53538821,NA,NA,NA,7.347054083,NA,1.200000048,7.6,NA
1965,Denmark,DNK,0,0,0,100,5,0,0,100,9.5,1,0,0,2,1,NA,59.51369,4.555213435,6.31629757,NA,NA,NA,8.954059906,73.00228119,0.899999976,8.3,NA
1966,Denmark,DNK,0,0,0,100,5,0,0,100,10.6,1,0,0,2,1,NA,57.88816,2.741057401,6.83103015,NA,NA,NA,9.077808873,NA,1.100000024,8.9,NA
1967,Denmark,DNK,0,0,0,100,5,0,0,100,10.6,1,0,0,2,1,NA,55.84311,5.645,7.695134499,NA,NA,NA,9.411844548,75.03875732,1,9.8,NA
1968,Denmark,DNK,0,91.53,0,8.47,2,91.53,0,8.47,10.6,1,0,0,2,1,NA,55.73389,5.668,8.005186651,NA,NA,NA,9.011174814,NA,1,10.8,NA
1969,Denmark,DNK,0,100,0,0,1,100,0,0,10.6,1,0,0,2,1,NA,56.0173,6.478,3.487931252,NA,NA,NA,10.04270467,74.79328156,0.899999976,10.8,NA
1970,Denmark,DNK,0,100,0,0,1,100,0,0,10.6,1,0,0,2,1,0.4145133,57.73417,1.498,6.514836976,NA,NA,NA,11.51817313,74.94229889,0.600000024,11.59151,NA
1971,Denmark,DNK,0,77.53,0,21.22,2,77.53,0,22.47,17.3,1,0,0,2,1,0.4145133,56.3703,3.005032996,5.869876756,NA,2.140976215,2.161691765,11.37538586,75.35507202,0.899999976,10.98821,NA
1972,Denmark,DNK,0,0,0,94.44,5,0,0,100,17.3,1,0,0,2,1,0.4145133,53.91048,3.929343825,6.562347718,NA,2.684378764,2.637413108,11.43423152,75.51612091,0.800000012,10.99129,NA
1973,Denmark,DNK,1,3.56,0,91.08,4,3.56,0,96.44,15.1,2,0,0,2,1,0.4145133,58.18484,4.092925236,9.303389055,NA,2.677072419,2.70789117,13.04642961,75.8662262,0.699999988,10.48694,NA
1974,Denmark,DNK,1,100,0,0,1,100,0,0,15.1,2,0,0,2,1,0.4145133,65.04633,-1.122411664,15.27519524,NA,1.394636106,1.157877672,16.45601654,76.61891174,2.799999952,11.96057,NA
1975,Denmark,DNK,1,11.78,0,88.22,4,11.78,0,88.22,15.6,2,0,0,2,1,0.4145133,59.9833,-1.456541734,9.605613356,NA,-3.736713738,-4.182716603,13.20825518,76.75509644,3.900000095,13.17167,NA
1976,Denmark,DNK,1,0,0,100,5,0,0,100,15.6,2,0,0,2,1,0.4145133,61.12863,5.924574567,9.010301692,NA,-2.402439763,-2.871795022,15.50150528,76.88340759,5.099999905,13.09561,NA
1977,Denmark,DNK,1,0,0,100,5,0,0,100,16.8,2,0,0,2,1,0.4145133,60.29374,1.87028859,10.92223835,NA,-2.296994377,-2.375432158,16.91033968,77.87045288,5.900000095,13.71594,NA
1978,Denmark,DNK,1,11.32,0,88.68,4,8.3,0,91.7,16.8,2,0,0,2,1,0.4145133,56.97379,2.22630861,10.21364576,NA,-2.004834369,-1.874739498,18.13571407,78.71634674,6.599999905,14.48247,NA
1979,Denmark,DNK,1,27.21,0,72.79,4,19.95,0,80.05,23.5,2,0,0,2,1,0.4145133,60.89621,3.869056424,9.611055528,NA,-2.93165526,-1.731508323,18.07600303,79.8375473,4.599999905,14.8945,NA
1980,Denmark,DNK,1,0,0,100,5,0,0,100,23.5,2,0,0,2,1,0.4145133,65.7369,-0.482992254,12.30532261,44.29788609,-4.502693026,-3.207081248,19.87771876,80.95192719,4.900000095,16.01133,NA
1981,Denmark,DNK,1,0,0,100,5,0,0,100,23.5,2,0,0,2,1,0.4145133,71.24306,-0.666133022,11.76738799,54.03735186,-7.905298577,-5.526573828,20.02915981,80.10830688,7.900000095,17.16418,NA
1982,Denmark,DNK,1,23.59,7.37,69.04,4,23.46,7.5,69.04,23.5,2,0,0,2,1,0.4145133,71.329,3.684650826,10.12082339,65.69448339,-9.720453758,-6.815259167,21.24761118,80.35700226,8.399999619,17.44071,NA
1983,Denmark,DNK,1,76.19,23.81,0,1,75.77,24.23,0,23.5,2,0,0,2,1,0.4145133,69.97432,2.596061212,6.90822892,76.50032847,-7.518958162,-2.974025351,14.99754879,79.85888672,8.399999619,16.93742,NA
1984,Denmark,DNK,1,76.19,23.81,0,1,88.12,11.88,0,26.3,2,0,0,2,1,0.4145133,71.47871,4.166151262,6.290782388,77.82210597,-4.342301113,1.279390164,14.42690319,81.14206696,7.900000095,16.5843,NA
1985,Denmark,DNK,1,76.19,23.81,0,1,88.83,11.17,0,26.3,2,0,0,2,1,0.4145133,72.61065,4.003685575,4.678745977,75.43105494,-2.563764081,3.437866116,11.5810232,81.93219757,6.699999809,15.82368,NA
1986,Denmark,DNK,1,76.19,23.81,0,1,88.83,11.17,0,26.3,2,0,0,2,1,0.4145133,65.08654,4.904252686,3.678187098,72.96314355,2.879064573,7.970960053,10.05099811,83.41703033,5,15.07384,NA
1987,Denmark,DNK,1,77.93,22.07,0,1,86.5,13.5,0,29,2,0,0,2,1,0.4145133,61.70814,0.254226112,4.019990115,69.75895493,1.844915042,6.77631414,11.28435167,82.65400696,5,15.77478,21.7
1988,Denmark,DNK,1,92.35,7.65,0,1,92.13,7.87,0,30.7,2,0,0,2,1,0.7583891,64.12284,-0.013630002,4.535135421,68.2143837,1.103754136,5.491138437,9.883703667,84.39726257,5.699999809,16.97466,NA
1989,Denmark,DNK,1,100,0,0,1,100,0,0,30.7,2,0,0,2,1,0.8187919,67.4062,0.645214979,4.772727273,66.38256488,-0.075005245,3.798000593,9.706354167,84.02954865,6.800000191,17.80687,NA
1990,Denmark,DNK,1,100,0,0,1,100,0,0,33,2,0,0,2,1,0.8791946,67.41174,1.475244726,2.641600386,67.48679456,-1.737600853,2.217370763,10.62874167,84.66087341,7.199999809,16.95822746,NA
1991,Denmark,DNK,1,100,0,0,1,100,0,0,33,2,0,0,2,1,0.9395973,69.30064,1.393656029,2.395153337,68.29755449,-3.042487111,1.051320653,9.262481,84.35124969,7.900000095,17.42720129,NA
1992,Denmark,DNK,1,100,0,0,1,100,0,0,33,2,0,0,2,1,1,67.19102,1.957011566,2.096041829,72.23158964,-2.813467352,0.307731428,8.987465083,84.07084656,8.600000381,17.87611888,20.9
1993,Denmark,DNK,1,18.25,23.36,58.39,3,13.93,13.61,72.46,33,2,0,0,2,1,1,65.82098,0.010659428,1.257861635,86.35217112,-4.125317501,-0.424282127,7.302793583,83.13072968,9.600000381,18.90999102,NA
1994,Denmark,DNK,1,13.15,21.1,65.75,3,8.62,12.53,78.85,33.5,2,0,0,2,1,1,67.83298,5.332448645,1.992014197,80.28878194,-3.797012275,-0.149861339,7.825434,79.90659332,7.699999809,20.01996018,NA
1995,Denmark,DNK,1,15,10,75,4,10.72,6.76,82.52,33.5,2,0,0,2,1,1,68.62264,3.027634073,2.083605202,81.55610699,-3.618290297,0.131309311,8.27013775,80.3236084,6.699999809,19.47972107,19.4
1996,Denmark,DNK,1,15.03,9.95,75.02,4,10.73,6.72,82.55,33.5,2,0,0,2,1,1,68.57422,2.900068335,2.126299642,79.12812585,-2.482665824,0.688863481,7.192929917,80.47432709,6.300000191,18.89002419,NA
1997,Denmark,DNK,1,20.84,0,79.16,4,11.5,0,88.5,33,2,0,0,2,1,1,71.26615,3.260947009,2.182167146,75.00205038,-1.20012564,1.998726148,6.261175,80.62689972,5.199999809,17.976511,NA
1998,Denmark,DNK,1,20,0,80,4,10.33,0,89.67,37.4,2,0,0,2,1,1,71.39355,2.218160444,1.845651286,72.57366854,-0.388536815,2.61545648,5.039933333,80.34705353,4.900000095,17.43348122,NA
1999,Denmark,DNK,1,20,0,80,4,10,0,90,37.4,2,0,0,2,1,1,72.78741,2.947941542,2.497794884,67.0954418,0.869014701,3.738317757,4.9172,81.24333954,5.199999809,16.88557816,NA
2000,Denmark,DNK,1,20,0,80,4,10,0,90,37.4,2,0,0,2,1,1,83.06836,3.746962069,2.903277087,60.4558256,1.887391091,4.36766294,5.660133333,80.70078278,4.300000191,16.26980591,20.1
2001,Denmark,DNK,1,27.67,0,72.33,4,18.63,0,81.37,38,2,0,0,2,1,1,84.05025,0.823089187,2.337874837,58.27701533,1.140553558,3.162679262,5.09365,80.27522278,4.5,16.35827446,NA
2002,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,84.29068,0.466404064,2.424436612,58.14743539,-0.015316194,1.939484014,5.055966667,80.99791718,4.599999905,16.48782349,NA
2003,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,80.95968,0.390014774,2.075078206,56.0691449,-0.133078035,1.511605003,4.307741667,80.74884796,5.400000095,17.17145157,NA
2004,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,82.1381,2.668252092,1.154356931,52.33582182,2.073106193,3.439705551,4.304708333,81.71051025,5.5,16.86134338,20.7
2005,Denmark,DNK,1,100,0,0,1,100,0,0,36.9,2,0,0,2,1,1,89.22036,2.336606048,1.817814583,45.11940529,4.955027948,6.043815042,3.403625,81.45834351,4.800000191,16.2107563,NA
2006,Denmark,DNK,1,100,0,0,1,100,0,0,36.9,2,0,0,2,1,1,97.14764,3.912980152,1.924221385,40.49267057,4.987041242,5.811705682,3.812175,82.01495361,3.900000095,15.24080658,NA
2007,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,99.83855,0.909252996,1.693265862,34.59382521,5.020516492,5.567776311,4.286608333,81.55574036,3.799999952,14.81960773,21.4
2008,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,104.4195,-0.511972002,3.416267943,41.93991574,3.173852465,3.350263951,4.281425,82.40084839,3.400000095,14.6412096,NA
2009,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,89.07732,-4.906576427,1.30470991,49.26748201,-2.798143243,-2.374136395,3.586241667,81.95986938,6,16.58015633,NA
2010,Denmark,DNK,1,100,0,0,1,100,0,0,38,2,0,0,2,1,1,93.32571,1.870936385,2.31092437,53.4412486,-2.710269381,-2.115049364,2.926058333,81.30734253,7.5,17.13609505,22.6
2011,Denmark,DNK,1,81.77,0,18.23,2,80.79,0,19.21,39.1,2,0,0,2,1,1,100.3387,1.336830625,2.758682261,60.1111945,-2.055766184,-1.444023188,2.72935,81.32290649,7.599999905,17.24933243,NA
2012,Denmark,DNK,1,26.09,0,73.91,4,22.1,0,77.9,39.1,2,0,0,2,1,1,101.7195,0.226468476,2.397914857,60.61523946,-3.490550406,-2.971817444,1.403058333,NA,7.5,17.30758095,NA
2013,Denmark,DNK,1,26.56,0,73.44,4,22.1,0,77.9,39.1,2,0,0,2,1,1,101.7485,0.933349282,0.78907178,56.73224068,-1.000426496,-0.594918217,1.745833333,NA,7,17.41213608,23.1
2014,Denmark,DNK,1,32.64383562,0,67.35616438,4,24.99,0,75.01,39.1,2,0,0,2,1,1,100.7017,1.675880454,0.56402054,58.98976106,1.426725435,1.878614544,1.326666667,NA,6.599999905,17.27647591,NA
2015,Denmark,DNK,1,65.8630137,0,34.1369863,3,63.56012177,0,36.43987823,37.4,2,0,0,2,1,1,NA,1.606192939,0.452034154,53.09174555,-1.343201268,-0.584410203,0.690833333,NA,6.199999809,17.07547188,NA
1992,Estonia,EST,0,50,0,21.43,2,76.44,0,23.56,13.7,NA,0,0,2,1,NA,109.7115,NA,NA,NA,NA,NA,NA,78.37654114,NA,NA,NA
1993,Estonia,EST,0,50,0,21.43,2,76.44,0,23.56,13.7,NA,0,0,2,1,NA,135.1469,NA,NA,NA,NA,NA,NA,76.28111267,6.599999905,NA,NA
1994,Estonia,EST,0,50,0,21.43,2,76.44,0,23.56,13.7,NA,0,0,2,1,NA,152.0587,-1.642383624,NA,NA,NA,NA,NA,76.26045227,7.599999905,NA,NA
1995,Estonia,EST,0,20.99,19.57,51.15,3,27.31,15.35,57.34,12.9,NA,0,0,2,1,NA,143.1995,4.526698452,NA,13.28865235,1.076485249,1.234897794,NA,74.55769348,9.800000191,9.491038322,NA
1996,Estonia,EST,0,40,0,60,3,31.65,0,68.35,12.9,NA,0,0,2,1,0.8791946,134.0956,5.307954305,19.8,12.23593506,-0.351244604,-0.057626068,NA,74.01094055,10.19999981,9.845767975,NA
1997,Estonia,EST,0,8.22,0,74.76,4,6.5,0,93.5,12.9,NA,0,0,2,1,0.9395973,153.6805,11.71445884,9.27,11.26364461,2.160517159,2.164971834,NA,74.52929688,9.600000381,9.442088127,NA
1998,Estonia,EST,0,0,0,78.57,5,0,0,100,12.9,NA,0,0,2,1,1,158.429,4.276310662,8.744750617,10.0339622,-0.762398944,-0.594077099,13.17,73.62615967,9.199999809,9.647035599,NA
1999,Estonia,EST,0,51.51,0,43.62,3,52.49,0,47.51,17.8,NA,0,0,2,1,1,144.8718,-0.408201217,3.296110897,10.81077039,-3.318378248,-3.256995691,11.39,71.92513275,11.30000019,10.51926517,NA
2000,Estonia,EST,0,66.67,0,33.33,2,67.94,0,32.06,17.8,NA,0,0,2,1,1,126.5135,9.802163751,4.018489525,6.802851152,-0.06486628,0.009729942,10.48,73.12732697,14.60000038,9.506104469,35.2
2001,Estonia,EST,0,66.67,0,33.33,2,67.94,0,32.06,17.8,NA,0,0,2,1,1,126.651,6.441297763,5.748279817,6.667334022,0.197911829,0.192175255,10.15,72.52758789,13,9.090690613,NA
2002,Estonia,EST,0,44.62,52.92,2.47,2,41.25,56.38,2.37,17.8,NA,0,0,2,1,1,124.0914,6.132457648,3.571912702,7.620036938,0.420690879,0.442561659,8.42,71.35170746,11.19999981,8.905507088,NA
2003,Estonia,EST,0,84.5,15.5,0,1,83.49,16.51,0,18.8,NA,0,0,2,1,1,123.2781,7.475575498,1.334991165,8.388615789,1.80239863,1.541797044,5.25,72.52850342,10.30000019,8.867963791,NA
2004,Estonia,EST,1,100,0,0,1,100,0,0,18.8,NA,0,0,2,1,1,130.9128,6.407297991,3.048111075,8.62492861,2.388204113,2.234757622,4.39,72.54205322,10.10000038,9.222617149,33.2
2005,Estonia,EST,1,74.27,25.73,0,1,66.4,33.6,0,18.8,NA,0,0,2,1,1,136.9166,9.137145388,4.079714232,8.166154401,1.124312725,0.948333342,4.17,72.78858185,8,8.907597542,NA
2006,Estonia,EST,1,64.29,35.71,0,1,53.37,46.63,0,18.8,NA,0,0,2,1,1,137.1214,10.45726342,4.437620424,8.020907888,2.909624881,2.6645025,5.01,75.82808685,5.900000095,8.62317276,NA
2007,Estonia,EST,1,74.89,9.2,15.91,2,75.62,12.01,12.37,20.8,NA,0,0,2,1,1,135.2657,7.216726062,6.601326031,7.261403996,2.722178708,2.359016022,6.09,76.01303101,4.599999905,8.446180344,28.7
